9439.263192,922971.5658
23092.29352,913648.6207
37153.25949,904325.6756
52164.84173,895002.7305
69897.99581,885679.7854
89411.0852,876356.8403
118230.2605,867033.8952
157780.0241,857710.9501
206070.001,848388.005
259081.0752,839065.0599
314749.6389,829742.1148
376032.5016,820419.1696
440084.7685,811096.2245
500595.2458,801773.2794
572088.6527,792450.3343
644827.8175,783127.3892
709734.6771,773804.4441
779728.7839,764481.499
858227.6815,755158.5539
936589.5463,745835.6088
9317.033597,913692.7826
22809.90026,904463.5626
36729.08471,895234.3426
51641.7138,886005.1226
69218.62423,876775.9026
88593.95852,867546.6825
116767.7633,858317.4625
155733.7741,849088.2425
203721.456,839859.0225
256630.32,830629.8024
312012.9525,821400.5824
373085.5206,812171.3624
436862.0158,802942.1424
497294.4513,793712.9223
568575.5827,784483.7023
641059.2336,775254.4823
706171.8006,766025.2623
776201.188,756796.0422
854826.742,747566.8222
932833.937,738337.6022
9318.727453,913858.7231
22814.67815,904627.8269
36736.66204,895396.9307
51560.80168,886166.0345
69286.14595,876935.1383
88615.38363,867704.2421
116843.5062,858473.3459
155467.0429,849242.4497
203374.6179,840011.5535
255967.8648,830780.6573
311563.3622,821549.7612
372973.6919,812318.865
436781.3354,803087.9688
497183.1146,793857.0726
568227.2941,784626.1764
639707.2148,775395.2802
704618.9814,766164.384
775895.2617,756933.4878
853174.9396,747702.5916
932084.4642,738471.6954
