"ScenarioId","LrsegId","AgencyId","LoadSourceId","SectorId","Amount","UnitId","NLoadEos","PLoadEos","SLoadEos","NLoadEor","PLoadEor","SLoadEor","NLoadEot","PLoadEot","SLoadEot"
1251,1972,9,16,1,,,8596.221259391308,2664.5136025786405,1315114.3999211283,7640.680332434679,2064.1187654182727,601609.9028379839,6746.230370034162,1757.117870587247,657622.1941555901
1251,1974,9,16,1,,,13712.35234670639,4250.326803350448,2097818.5046417434,11546.1268911801,3243.95702184645,1038948.5876861813,11733.081308811155,2761.476204761082,1135678.862043327
1251,1971,9,16,1,,,7070.340603613853,2191.5465295434,1081673.7330953744,5991.976462394124,1601.7416394189875,533712.4955641757,6233.62104386963,1363.5111050000546,583403.266344985
1251,1974,9,6,1,476.8154602050781,1,15075.022992712391,542.6132942945853,1293020.5882081266,12796.976164634365,417.5112814102316,645589.7310967174,13004.184282893075,355.4139161120601,705696.7205582635
1251,1972,9,6,1,215.5738067626953,1,9173.209055650943,245.3271150526467,414055.2826361598,8119.608179274395,189.2568676344566,188624.92627291085,7169.092922167085,161.1082801160822,206186.6623253268
1251,1970,9,6,1,20.54732322692871,1,766.224075747943,23.382240964949425,59836.119059886376,715.9228458129924,21.251259432467045,38924.51173774847,757.4213423555875,18.090513175343798,42548.53966774999
1251,1971,9,6,1,215.700439453125,1,7691.826887409585,245.43188622094667,622007.2790408961,6501.521800428128,178.90749149221642,306099.27333116817,6763.715339451246,152.2981893046291,334598.34156301257
1251,1975,10,6,1,0,1,0,0,0,0,0,0,0,0,0
1251,1976,6,6,1,0,1,0,0,0,0,0,0,0,0,0
1251,1974,10,6,1,0,1,0,0,0,0,0,0,0,0,0
1251,1975,9,6,1,83.07154083251953,1,2850.5105624056514,94.52187691915476,254385.22366497558,2445.367956623473,75.22454641291364,145768.11937975738,2561.151293558938,64.03623523192269,159339.71507491232
1251,1973,9,6,1,8.405436515808105,1,308.1112336169259,9.565656213302416,15498.59619739038,293.8412961499494,9.122630120446182,14780.790501160382,292.50195964990775,7.765801406366873,16156.94129181394
