"LrsegId","LandRiverSegment","LandSegmentGeographyId","LandSegment","RiverSegment","FIPS","StateId","CountyId","HgmrId","OutOfCBWS","AboveRIM","TotalAcres","TotalAcresIncludingTidalWetlands"
515,N24041EU0_4700_0000,6426,N24041,EU0_4700_0000,"24041",3,21,12,0,0,15645.337,16036.542
516,N24041EU0_4873_0000,6426,N24041,EU0_4873_0000,"24041",3,21,12,0,0,10738.279,11441.568
517,N24041EU0_4470_0000,6426,N24041,EU0_4470_0000,"24041",3,21,2,0,0,3443.893,3579.135
518,N24043PM7_4150_4290,6436,N24043,PM7_4150_4290,"24043",3,25,9,0,1,9917.597,9917.597
519,N24043PU6_3750_3752,6436,N24043,PU6_3750_3752,"24043",3,25,10,0,1,8557.788,8557.788
520,N24043PU0_3751_3752,6436,N24043,PU0_3751_3752,"24043",3,25,10,0,1,13459.598,13459.973
521,N24043PU6_3752_4080,6436,N24043,PU6_3752_4080,"24043",3,25,10,0,1,5843.980,5843.980
522,N24043PU6_3640_3600,6436,N24043,PU6_3640_3600,"24043",3,25,7,0,1,5490.922,5490.922
523,N24043PU6_3690_3610,6436,N24043,PU6_3690_3610,"24043",3,25,7,0,1,5981.777,5981.777
524,N24043PU6_3730_3750,6436,N24043,PU6_3730_3750,"24043",3,25,10,0,1,6628.969,6628.969
525,N24043PU6_3590_3640,6436,N24043,PU6_3590_3640,"24043",3,25,7,0,1,1336.864,1336.917
526,N24043PU6_3600_3602,6436,N24043,PU6_3600_3602,"24043",3,25,10,0,1,8009.496,8009.631
527,N24043PU0_3601_3602,6436,N24043,PU0_3601_3602,"24043",3,25,10,0,1,10735.158,10735.158
528,N24043PU6_3602_3730,6436,N24043,PU6_3602_3730,"24043",3,25,10,0,1,4875.482,4875.482
529,N24043PU6_3610_3530,6436,N24043,PU6_3610_3530,"24043",3,25,10,0,1,5717.223,5717.228
530,N24043PU0_3611_3530,6436,N24043,PU0_3611_3530,"24043",3,25,7,0,1,9880.797,9880.967
531,N24043PU3_3390_3730,6436,N24043,PU3_3390_3730,"24043",3,25,10,0,1,39836.016,39836.191
532,N24043PU6_3440_3590,6436,N24043,PU6_3440_3590,"24043",3,25,7,0,1,6432.057,6432.057
533,N24043PU6_3530_3440,6436,N24043,PU6_3530_3440,"24043",3,25,7,0,1,969.270,969.678
534,N24043PU3_3290_3390,6436,N24043,PU3_3290_3390,"24043",3,25,7,0,1,2120.658,2120.997
535,N24043PU2_3090_4050,6436,N24043,PU2_3090_4050,"24043",3,25,10,0,1,107002.281,107002.281
536,N24043PU1_3100_3690,6436,N24043,PU1_3100_3690,"24043",3,25,7,0,1,5222.273,5223.134
537,N24043PU1_3030_3440,6436,N24043,PU1_3030_3440,"24043",3,25,7,0,1,1328.026,1328.026
538,N24043PU2_3080_3640,6436,N24043,PU2_3080_3640,"24043",3,25,7,0,1,16363.677,16364.079
539,N24043PU3_2510_3290,6436,N24043,PU3_2510_3290,"24043",3,25,7,0,1,270.193,270.193
540,N24043PU2_2840_3080,6436,N24043,PU2_2840_3080,"24043",3,25,7,0,1,1068.829,1068.960
541,N24043PU0_3000_3090,6436,N24043,PU0_3000_3090,"24043",3,25,9,0,1,4806.171,4806.668
542,N24043PU6_4180_4150,6436,N24043,PU6_4180_4150,"24043",3,25,9,0,1,8006.036,8006.491
543,N24043PU2_4050_4180,6436,N24043,PU2_4050_4180,"24043",3,25,9,0,1,6918.585,6918.585
544,N24043PU6_4080_4180,6436,N24043,PU6_4080_4180,"24043",3,25,10,0,1,2315.916,2315.916
545,N24045EL0_5764_0000,6564,N24045,EL0_5764_0000,"24045",3,22,12,0,0,101.307,288.778
546,N24045EL0_4598_0000,6564,N24045,EL0_4598_0000,"24045",3,22,12,0,0,4096.817,5921.831
547,N24045EL0_4597_0000,6564,N24045,EL0_4597_0000,"24045",3,22,12,0,0,9813.133,10743.679
548,N24045EL2_4634_0000,6564,N24045,EL2_4634_0000,"24045",3,22,12,0,0,1224.927,1274.567
549,N24045EL0_5760_0000,6564,N24045,EL0_5760_0000,"24045",3,22,2,0,0,28745.165,28979.226
550,N24045EL0_5762_0000,6564,N24045,EL0_5762_0000,"24045",3,22,12,0,0,7632.923,7856.463
551,N24045EL1_5570_0001,6564,N24045,EL1_5570_0001,"24045",3,22,3,0,0,2760.314,2760.314
552,N24045EL0_5761_0000,6564,N24045,EL0_5761_0000,"24045",3,22,12,0,0,19934.536,30931.670
553,N24045EL1_5430_0001,6564,N24045,EL1_5430_0001,"24045",3,22,3,0,0,17878.914,17878.914
554,N24045EL0_5400_0001,6564,N24045,EL0_5400_0001,"24045",3,22,3,0,0,23199.371,23252.414
555,N24045EL2_5270_0001,6564,N24045,EL2_5270_0001,"24045",3,22,3,0,0,22829.037,23395.753
556,N24045EL0_4633_0000,6564,N24045,EL0_4633_0000,"24045",3,22,3,0,0,1744.022,1744.351
557,N24045EL0_5040_0000,6564,N24045,EL0_5040_0000,"24045",3,22,12,0,0,14139.433,15725.161
558,N24045EL2_5110_5270,6564,N24045,EL2_5110_5270,"24045",3,22,3,0,0,8527.768,8527.768
559,N24045EL0_4594_0000,6564,N24045,EL0_4594_0000,"24045",3,22,3,0,0,12029.294,12330.151
560,N24045EL0_4595_0000,6564,N24045,EL0_4595_0000,"24045",3,22,12,0,0,13454.135,15181.601
561,N24045EL0_4596_0000,6564,N24045,EL0_4596_0000,"24045",3,22,12,0,0,3723.240,5942.123
562,N24045EL2_4630_0000,6564,N24045,EL2_4630_0000,"24045",3,22,12,0,0,188.715,191.519
563,N24045EL0_4593_0000,6564,N24045,EL0_4593_0000,"24045",3,22,12,0,0,3773.100,6907.536
564,N24047DE0_5170_0000,6437,N24047,DE0_5170_0000,"24047",3,158,2,1,0,31207.908,34814.270
565,N24047DE0_5410_0000,6437,N24047,DE0_5410_0000,"24047",3,158,2,1,0,22273.228,27797.084
566,N24047DE0_5420_0000,6437,N24047,DE0_5420_0000,"24047",3,158,2,1,0,5805.714,7940.016
567,N24047EL2_5110_5270,6437,N24047,EL2_5110_5270,"24047",3,158,2,0,0,5232.695,5232.695
568,N24047EL2_5270_0001,6437,N24047,EL2_5270_0001,"24047",3,158,2,0,0,43207.614,46180.582
569,N24047EL0_5271_0000,6437,N24047,EL0_5271_0000,"24047",3,158,2,0,0,19410.209,19687.725
570,N24047EL1_5430_0001,6437,N24047,EL1_5430_0001,"24047",3,158,2,0,0,11180.457,11186.896
571,N24047EL1_5570_0001,6437,N24047,EL1_5570_0001,"24047",3,158,2,0,0,25466.478,26491.752
572,N24047EL1_5660_0000,6437,N24047,EL1_5660_0000,"24047",3,158,2,0,0,14238.856,14809.481
573,N24047DE0_5650_0000,6437,N24047,DE0_5650_0000,"24047",3,158,2,1,0,36252.647,44772.066
574,N24047DE0_5020_0000,6437,N24047,DE0_5020_0000,"24047",3,158,3,1,0,5996.371,7393.902
575,N24047EL3_5870_0000,6437,N24047,EL3_5870_0000,"24047",3,158,2,0,0,32644.204,36464.902
576,N24047EL3_5972_0000,6437,N24047,EL3_5972_0000,"24047",3,158,2,0,0,11768.715,13594.037
577,N24047EL3_5970_0000,6437,N24047,EL3_5970_0000,"24047",3,158,12,0,0,4739.435,5062.514
578,N24047EL3_5971_0000,6437,N24047,EL3_5971_0000,"24047",3,158,12,0,0,5080.097,5464.885
579,N24510WM0_3741_0000,6515,N24510,WM0_3741_0000,"24510",3,219,2,0,0,185.403,185.495
580,N24510WM0_3740_0001,6515,N24510,WM0_3740_0001,"24510",3,219,2,0,0,11573.015,11573.234
581,N24510WM0_3650_0001,6515,N24510,WM0_3650_0001,"24510",3,219,6,0,0,11568.352,11568.521
582,N24510WM3_4060_0001,6515,N24510,WM3_4060_0001,"24510",3,219,2,0,0,1339.425,1348.465
583,N24510WM0_3964_0000,6515,N24510,WM0_3964_0000,"24510",3,219,12,0,0,1494.628,1494.628
584,N24510WM0_3962_0000,6515,N24510,WM0_3962_0000,"24510",3,219,2,0,0,543.161,547.069
585,N24510WM1_3910_0001,6515,N24510,WM1_3910_0001,"24510",3,219,6,0,0,13835.986,13835.986
586,N24510WM0_3960_0000,6515,N24510,WM0_3960_0000,"24510",3,219,12,0,0,9442.271,9447.920
587,N24510WM0_3961_0000,6515,N24510,WM0_3961_0000,"24510",3,219,2,0,0,2079.008,2082.707
588,N36003SU2_0510_0570,6551,N36003,SU2_0510_0570,"36003",5,159,8,0,1,53651.801,53651.801
589,N36003SU2_0620_0580,6551,N36003,SU2_0620_0580,"36003",5,159,8,0,1,262.821,262.882
590,N36003ZZ0_9999_9999,6551,N36003,ZZ0_9999_9999,"36003",5,159,,1,0,608091.663,608092.625
591,N36007ZZ0_9999_9999,6609,N36007,ZZ0_9999_9999,"36007",5,160,,1,0,51399.258,51399.258
592,N36007SU5_0420_0500,6609,N36007,SU5_0420_0500,"36007",5,160,14,0,1,64222.316,64222.316
593,N36007SU4_0430_0420,6609,N36007,SU4_0430_0420,"36007",5,160,14,0,1,3437.373,3437.373
594,N36007SU2_0440_0550,6609,N36007,SU2_0440_0550,"36007",5,160,14,0,1,53850.498,53850.727
595,N36007SU5_0460_0480,6609,N36007,SU5_0460_0480,"36007",5,160,8,0,1,8795.229,8795.229
596,N36007SU6_0480_0520,6609,N36007,SU6_0480_0520,"36007",5,160,8,0,1,114643.531,114643.531
597,N36007SU6_0520_0500,6609,N36007,SU6_0520_0500,"36007",5,160,8,0,1,34997.167,34997.492
598,N36007SU7_0550_0540,6609,N36007,SU7_0550_0540,"36007",5,160,8,0,1,7980.756,7980.915
599,N36007SU6_0500_0550,6609,N36007,SU6_0500_0550,"36007",5,160,8,0,1,52352.377,52352.801
600,N36007SU1_0410_0480,6609,N36007,SU1_0410_0480,"36007",5,160,14,0,1,3131.270,3131.449
601,N36007SU3_0240_0350,6609,N36007,SU3_0240_0350,"36007",5,160,8,0,1,10538.053,10538.204
602,N36007SU2_0280_0430,6609,N36007,SU2_0280_0430,"36007",5,160,14,0,1,901.836,901.879
603,N36007SU4_0260_0350,6609,N36007,SU4_0260_0350,"36007",5,160,14,0,1,22150.906,22150.906
604,N36007SU4_0350_0420,6609,N36007,SU4_0350_0420,"36007",5,160,14,0,1,29527.236,29527.236
605,N36015SU5_0530_0610,6610,N36015,SU5_0530_0610,"36015",5,161,8,0,1,107509.545,107510.148
606,N36015SU2_0470_0590,6610,N36015,SU2_0470_0590,"36015",5,161,8,0,1,801.183,801.183
607,N36015SU2_0450_0720,6610,N36015,SU2_0450_0720,"36015",5,161,8,0,1,32770.008,32770.008
608,N36015SU5_0600_0750,6610,N36015,SU5_0600_0750,"36015",5,161,8,0,1,30069.123,30069.898
609,N36015SU2_0680_0610,6610,N36015,SU2_0680_0610,"36015",5,161,8,0,1,28390.754,28390.754
610,N36015SU5_0610_0600,6610,N36015,SU5_0610_0600,"36015",5,161,8,0,1,40058.516,40058.516
611,N36015ZZ0_9999_9999,6610,N36015,ZZ0_9999_9999,"36015",5,161,,1,0,23297.771,23298.141
612,N36017ZZ0_9999_9999,6488,N36017,ZZ0_9999_9999,"36017",5,162,,1,0,1802.007,1802.007
613,N36017SU4_0430_0420,6488,N36017,SU4_0430_0420,"36017",5,162,14,0,1,7062.399,7062.485
614,N36017SU5_0420_0500,6488,N36017,SU5_0420_0500,"36017",5,162,14,0,1,13033.475,13033.595
615,N36017SU5_0460_0480,6488,N36017,SU5_0460_0480,"36017",5,162,14,0,1,11101.436,11101.436
616,N36017SU5_0400_0460,6488,N36017,SU5_0400_0460,"36017",5,162,14,0,1,7532.439,7532.440
617,N36017SU1_0410_0480,6488,N36017,SU1_0410_0480,"36017",5,162,14,0,1,13056.604,13056.604
618,N36017SU1_0380_0400,6488,N36017,SU1_0380_0400,"36017",5,162,14,0,1,6038.698,6038.698
619,N36017SU2_0360_0460,6488,N36017,SU2_0360_0460,"36017",5,162,14,0,1,26791.041,26791.041
620,N36017SU4_0350_0420,6488,N36017,SU4_0350_0420,"36017",5,162,14,0,1,302.651,302.651
621,N36017SU4_0270_0430,6488,N36017,SU4_0270_0430,"36017",5,162,8,0,1,133345.953,133345.953
622,N36017SU2_0280_0430,6488,N36017,SU2_0280_0430,"36017",5,162,8,0,1,64110.340,64110.340
623,N36017SU4_0300_0310,6488,N36017,SU4_0300_0310,"36017",5,162,8,0,1,22939.458,22939.893
624,N36017SU5_0310_0400,6488,N36017,SU5_0310_0400,"36017",5,162,14,0,1,22679.211,22679.211
625,N36017SU3_0240_0350,6488,N36017,SU3_0240_0350,"36017",5,162,8,0,1,12887.870,12887.920
626,N36017SU1_0200_0270,6488,N36017,SU1_0200_0270,"36017",5,162,8,0,1,39493.435,39493.840
627,N36017SU3_0170_0270,6488,N36017,SU3_0170_0270,"36017",5,162,8,0,1,46577.035,46577.035
628,N36017SU3_0190_0300,6488,N36017,SU3_0190_0300,"36017",5,162,8,0,1,39312.019,39312.055
629,N36017SU3_0010_0190,6488,N36017,SU3_0010_0190,"36017",5,162,8,0,1,23501.728,23502.434
630,N36017SU1_0050_0090,6488,N36017,SU1_0050_0090,"36017",5,162,8,0,1,1143.879,1143.879
631,N36017SU2_0070_0090,6488,N36017,SU2_0070_0090,"36017",5,162,8,0,1,1664.951,1665.134
632,N36017SU3_0090_0170,6488,N36017,SU3_0090_0170,"36017",5,162,8,0,1,28809.479,28809.479
633,N36017SU2_0110_0240,6488,N36017,SU2_0110_0240,"36017",5,162,8,0,1,51934.639,51934.969
634,N36023SU2_0110_0240,6554,N36023,SU2_0110_0240,"36023",5,163,8,0,1,17463.500,17463.500
635,N36023SU2_0120_0260,6554,N36023,SU2_0120_0260,"36023",5,163,8,0,1,75637.147,75637.445
636,N36023SU2_0160_0260,6554,N36023,SU2_0160_0260,"36023",5,163,8,0,1,57018.121,57018.121
637,N36023SU3_0240_0350,6554,N36023,SU3_0240_0350,"36023",5,163,8,0,1,47270.727,47270.727
638,N36023SU1_0330_0560,6554,N36023,SU1_0330_0560,"36023",5,163,14,0,1,18733.771,18734.037
639,N36023SU2_0280_0430,6554,N36023,SU2_0280_0430,"36023",5,163,14,0,1,2224.666,2224.764
640,N36023SU4_0260_0350,6554,N36023,SU4_0260_0350,"36023",5,163,8,0,1,76612.398,76612.398
641,N36023SU4_0350_0420,6554,N36023,SU4_0350_0420,"36023",5,163,14,0,1,558.385,558.625
642,N36023ZZ0_9999_9999,6554,N36023,ZZ0_9999_9999,"36023",5,163,,1,0,25451.981,25452.166
643,N36025ZZ0_9999_9999,6490,N36025,ZZ0_9999_9999,"36025",5,164,,1,0,752514.795,752516.813
644,N36025SU1_0380_0400,6490,N36025,SU1_0380_0400,"36025",5,164,8,0,1,19593.626,19594.350
645,N36025SU2_0291_0320,6490,N36025,SU2_0291_0320,"36025",5,164,8,0,1,2385.472,2385.472
646,N36025SU2_0290_0291,6490,N36025,SU2_0290_0291,"36025",5,164,8,0,1,63459.805,63460.547
647,N36025SU5_0340_0310,6490,N36025,SU5_0340_0310,"36025",5,164,8,0,1,24381.447,24381.447
648,N36025SU5_0310_0400,6490,N36025,SU5_0310_0400,"36025",5,164,8,0,1,1672.731,1672.738
649,N36025SU2_0320_0340,6490,N36025,SU2_0320_0340,"36025",5,164,8,0,1,4177.933,4178.325
650,N36025SU4_0250_0340,6490,N36025,SU4_0250_0340,"36025",5,164,8,0,1,3367.604,3367.604
651,N36025SU4_0220_0250,6490,N36025,SU4_0220_0250,"36025",5,164,8,0,1,1473.514,1473.824
652,N36025SU2_0150_0220,6490,N36025,SU2_0150_0220,"36025",5,164,8,0,1,65893.211,65893.211
653,N36025SU2_0100_0230,6490,N36025,SU2_0100_0230,"36025",5,164,8,0,1,241.323,241.501
654,N36043SU1_0060_0190,6556,N36043,SU1_0060_0190,"36043",5,165,8,0,1,200.306,200.391
655,N36043SU3_0010_0190,6556,N36043,SU3_0010_0190,"36043",5,165,8,0,1,28844.949,28844.949
656,N36043SU2_0020_0140,6556,N36043,SU2_0020_0140,"36043",5,165,8,0,1,16213.069,16213.069
657,N36043SU2_0030_0140,6556,N36043,SU2_0030_0140,"36043",5,165,14,0,1,9060.657,9060.675
658,N36043ZZ0_9999_9999,6556,N36043,ZZ0_9999_9999,"36043",5,165,,1,0,878806.100,878807.375
659,N36051ZZ0_9999_9999,6504,N36051,ZZ0_9999_9999,"36051",5,166,,1,0,399657.007,399658.063
660,N36051SU3_0370_0490,6504,N36051,SU3_0370_0490,"36051",5,166,8,0,1,10107.450,10107.680
661,N36053ZZ0_9999_9999,6620,N36053,ZZ0_9999_9999,"36053",5,167,,1,0,220094.844,220094.844
662,N36053SU3_0010_0190,6620,N36053,SU3_0010_0190,"36053",5,167,8,0,1,34424.164,34424.250
663,N36053SU1_0050_0090,6620,N36053,SU1_0050_0090,"36053",5,167,8,0,1,27497.371,27497.371
664,N36053SU3_0090_0170,6620,N36053,SU3_0090_0170,"36053",5,167,8,0,1,23074.084,23074.084
665,N36053SU2_0070_0090,6620,N36053,SU2_0070_0090,"36053",5,167,8,0,1,71942.455,71943.859
666,N36053SU2_0110_0240,6620,N36053,SU2_0110_0240,"36053",5,167,8,0,1,24678.800,24679.229
667,N36053SU2_0120_0260,6620,N36053,SU2_0120_0260,"36053",5,167,8,0,1,21507.420,21507.420
668,N36065SU1_0050_0090,6622,N36065,SU1_0050_0090,"36065",5,168,8,0,1,10952.289,10952.289
669,N36065SU3_0010_0190,6622,N36065,SU3_0010_0190,"36065",5,168,8,0,1,19984.404,19984.404
670,N36065ZZ0_9999_9999,6622,N36065,ZZ0_9999_9999,"36065",5,168,,1,0,773966.250,773966.250
671,N36067ZZ0_9999_9999,6559,N36067,ZZ0_9999_9999,"36067",5,169,,1,0,479571.250,479571.250
672,N36067SU2_0120_0260,6559,N36067,SU2_0120_0260,"36067",5,169,8,0,1,26691.404,26691.404
673,N36067SU2_0160_0260,6559,N36067,SU2_0160_0260,"36067",5,169,8,0,1,9332.975,9332.975
674,N36069ZZ0_9999_9999,6541,N36069,ZZ0_9999_9999,"36069",5,170,,1,0,423250.348,423250.531
675,N36069SU3_0370_0490,6541,N36069,SU3_0370_0490,"36069",5,170,8,0,1,766.475,766.475
676,N36077ZZ0_9999_9999,6470,N36077,ZZ0_9999_9999,"36077",5,171,,1,0,18804.798,18805.168
677,N36077SU2_0150_0220,6470,N36077,SU2_0150_0220,"36077",5,171,8,0,1,20276.821,20277.656
678,N36077SU3_0190_0300,6470,N36077,SU3_0190_0300,"36077",5,171,8,0,1,10191.389,10191.520
679,N36077SU3_0180_0230,6470,N36077,SU3_0180_0230,"36077",5,171,8,0,1,22457.640,22458.193
680,N36077SU4_0220_0250,6470,N36077,SU4_0220_0250,"36077",5,171,8,0,1,13562.694,13562.694
681,N36077SU4_0230_0220,6470,N36077,SU4_0230_0220,"36077",5,171,8,0,1,5607.589,5607.730
682,N36077SU2_0210_0300,6470,N36077,SU2_0210_0300,"36077",5,171,8,0,1,45133.170,45133.680
683,N36077SU4_0250_0340,6470,N36077,SU4_0250_0340,"36077",5,171,8,0,1,47012.980,47012.980
684,N36077SU4_0300_0310,6470,N36077,SU4_0300_0310,"36077",5,171,8,0,1,13126.068,13126.443
685,N36077SU5_0340_0310,6470,N36077,SU5_0340_0310,"36077",5,171,8,0,1,6786.354,6786.354
686,N36077SU2_0290_0291,6470,N36077,SU2_0290_0291,"36077",5,171,14,0,1,277.920,278.114
687,N36077SU2_0130_0250,6470,N36077,SU2_0130_0250,"36077",5,171,8,0,1,69907.293,69907.516
688,N36077SU3_0140_0180,6470,N36077,SU3_0140_0180,"36077",5,171,8,0,1,20210.090,20210.090
689,N36077SU2_0100_0230,6470,N36077,SU2_0100_0230,"36077",5,171,8,0,1,76164.000,76164.000
690,N36077SU1_0060_0190,6470,N36077,SU1_0060_0190,"36077",5,171,8,0,1,59449.775,59449.824
691,N36077SU1_0080_0210,6470,N36077,SU1_0080_0210,"36077",5,171,8,0,1,38284.191,38284.191
692,N36077SU3_0010_0190,6470,N36077,SU3_0010_0190,"36077",5,171,8,0,1,24172.781,24172.781
693,N36077SU2_0030_0140,6470,N36077,SU2_0030_0140,"36077",5,171,8,0,1,50654.602,50654.602
694,N36077SU2_0040_0180,6470,N36077,SU2_0040_0180,"36077",5,171,8,0,1,58613.145,58613.145
695,N36077SU2_0020_0140,6470,N36077,SU2_0020_0140,"36077",5,171,8,0,1,49384.151,49384.512
696,N36095SU2_0150_0220,6489,N36095,SU2_0150_0220,"36095",5,172,8,0,1,26209.100,26209.100
697,N36095ZZ0_9999_9999,6489,N36095,ZZ0_9999_9999,"36095",5,172,,1,0,374640.256,374640.531
698,N36097ZZ0_9999_9999,6431,N36097,ZZ0_9999_9999,"36097",5,173,,1,0,141268.484,141268.484
699,N36097SU3_0370_0490,6431,N36097,SU3_0370_0490,"36097",5,173,8,0,1,25745.586,25745.719
700,N36097SU3_0490_0530,6431,N36097,SU3_0490_0530,"36097",5,173,8,0,1,23070.854,23070.854
701,N36097SU5_0530_0610,6431,N36097,SU5_0530_0610,"36097",5,173,8,0,1,5096.298,5096.446
702,N36097SU2_0450_0720,6431,N36097,SU2_0450_0720,"36097",5,173,8,0,1,23908.457,23908.457
703,N36101SU5_0530_0610,6565,N36101,SU5_0530_0610,"36101",5,174,8,0,1,52116.649,52116.867
704,N36101SU3_0490_0530,6565,N36101,SU3_0490_0530,"36101",5,174,8,0,1,64374.098,64374.098
705,N36101SU4_0690_0650,6565,N36101,SU4_0690_0650,"36101",5,174,8,0,1,36385.109,36385.109
706,N36101SU2_0740_0741,6565,N36101,SU2_0740_0741,"36101",5,174,8,0,1,47933.043,47933.043
707,N36101SU2_0741_0690,6565,N36101,SU2_0741_0690,"36101",5,174,8,0,1,1452.188,1452.223
708,N36101SU3_0770_0690,6565,N36101,SU3_0770_0690,"36101",5,174,8,0,1,1226.360,1226.395
709,N36101SU2_0680_0610,6565,N36101,SU2_0680_0610,"36101",5,174,8,0,1,8426.792,8426.792
710,N36101SU2_0570_0580,6565,N36101,SU2_0570_0580,"36101",5,174,8,0,1,18531.239,18531.990
711,N36101SU4_0580_0630,6565,N36101,SU4_0580_0630,"36101",5,174,8,0,1,73103.680,73103.680
712,N36101SU2_0620_0580,6565,N36101,SU2_0620_0580,"36101",5,174,8,0,1,60950.945,60950.945
713,N36101SU4_0630_0650,6565,N36101,SU4_0630_0650,"36101",5,174,8,0,1,17151.578,17151.578
714,N36101SU2_0640_0630,6565,N36101,SU2_0640_0630,"36101",5,174,8,0,1,82116.029,82117.117
715,N36101SU5_0650_0530,6565,N36101,SU5_0650_0530,"36101",5,174,8,0,1,11304.173,11304.340
716,N36101SU3_0370_0490,6565,N36101,SU3_0370_0490,"36101",5,174,8,0,1,255753.036,255754.406
717,N36101SU2_0510_0570,6565,N36101,SU2_0510_0570,"36101",5,174,8,0,1,47676.285,47676.285
718,N36101ZZ0_9999_9999,6565,N36101,ZZ0_9999_9999,"36101",5,174,,1,0,115584.547,115584.547
719,N36101SU1_0820_0740,6565,N36101,SU1_0820_0740,"36101",5,174,8,0,1,4523.799,4523.799
720,N36107SU4_0260_0350,6416,N36107,SU4_0260_0350,"36107",5,175,14,0,1,4058.903,4059.076
721,N36107SU1_0330_0560,6416,N36107,SU1_0330_0560,"36107",5,175,8,0,1,44965.388,44965.484
722,N36107ZZ0_9999_9999,6416,N36107,ZZ0_9999_9999,"36107",5,175,,1,0,364.599,364.599
723,N36107SU1_0390_0560,6416,N36107,SU1_0390_0560,"36107",5,175,8,0,1,33567.058,33567.125
724,N36107SU3_0590_0540,6416,N36107,SU3_0590_0540,"36107",5,175,8,0,1,2797.603,2797.955
725,N36107SU5_0600_0750,6416,N36107,SU5_0600_0750,"36107",5,175,8,0,1,1255.165,1255.165
726,N36107SU2_0470_0590,6416,N36107,SU2_0470_0590,"36107",5,175,8,0,1,70251.208,70252.266
727,N36107SU7_0540_0720,6416,N36107,SU7_0540_0720,"36107",5,175,8,0,1,88365.852,88365.852
728,N36107SU2_0560_0590,6416,N36107,SU2_0560_0590,"36107",5,175,8,0,1,5547.435,5547.435
729,N36107SU7_0550_0540,6416,N36107,SU7_0550_0540,"36107",5,175,8,0,1,48836.313,48836.313
730,N36107SU2_0450_0720,6416,N36107,SU2_0450_0720,"36107",5,175,8,0,1,15521.968,15522.200
731,N36107SU2_0440_0550,6416,N36107,SU2_0440_0550,"36107",5,175,8,0,1,19109.694,19109.742
732,N36109SU2_0450_0720,6457,N36109,SU2_0450_0720,"36109",5,176,8,0,1,17623.490,17623.490
733,N36109SU2_0470_0590,6457,N36109,SU2_0470_0590,"36109",5,176,8,0,1,25373.793,25373.793
734,N36109SU1_0390_0560,6457,N36109,SU1_0390_0560,"36109",5,176,8,0,1,15975.882,15975.882
735,N36109ZZ0_9999_9999,6457,N36109,ZZ0_9999_9999,"36109",5,176,,1,0,254599.467,254601.297
736,N36109SU1_0330_0560,6457,N36109,SU1_0330_0560,"36109",5,176,8,0,1,917.625,917.665
737,N36109SU2_0160_0260,6457,N36109,SU2_0160_0260,"36109",5,176,8,0,1,104.723,104.949
738,N36123ZZ0_9999_9999,6418,N36123,ZZ0_9999_9999,"36123",5,177,,1,0,233919.904,233920.047
739,N36123SU3_0370_0490,6418,N36123,SU3_0370_0490,"36123",5,177,8,0,1,6585.279,6585.279
740,N42001PU0_3000_3090,6411,N42001,PU0_3000_3090,"42001",6,194,9,0,1,3377.188,3377.188
741,N42001PU2_2790_3290,6411,N42001,PU2_2790_3290,"42001",6,194,9,0,1,14192.117,14192.677
742,N42001PM2_2860_3040,6411,N42001,PM2_2860_3040,"42001",6,194,4,0,1,103161.736,103161.953
743,N42001PM3_3040_3340,6411,N42001,PM3_3040_3340,"42001",6,194,9,0,1,41469.806,41469.973
744,N42001SL3_2460_2430,6411,N42001,SL3_2460_2430,"42001",6,194,4,0,1,167879.656,167879.656
745,N42001SL3_2400_2440,6411,N42001,SL3_2400_2440,"42001",6,194,9,0,1,3862.402,3862.757
746,N42009PU0_3871_3690,6599,N42009,PU0_3871_3690,"42009",6,195,7,0,1,7642.509,7642.509
747,N42009SJ3_2230_2060,6599,N42009,SJ3_2230_2060,"42009",6,195,7,0,1,1817.403,1817.965
748,N42009SJ3_2250_2230,6599,N42009,SJ3_2250_2230,"42009",6,195,7,0,1,12227.530,12228.295
749,N42009SJ4_2360_2340,6599,N42009,SJ4_2360_2340,"42009",6,195,7,0,1,12569.796,12570.527
750,N42009SJ2_2530_2820,6599,N42009,SJ2_2530_2820,"42009",6,195,7,0,1,103573.995,103574.391
751,N42009SJ2_2570_2660,6599,N42009,SJ2_2570_2660,"42009",6,195,10,0,1,59251.309,59251.309
752,N42009SJ2_2580_2500,6599,N42009,SJ2_2580_2500,"42009",6,195,7,0,1,147.349,147.394
753,N42009SJ4_2660_2360,6599,N42009,SJ4_2660_2360,"42009",6,195,7,0,1,16420.627,16420.627
754,N42009SJ4_2740_2660,6599,N42009,SJ4_2740_2660,"42009",6,195,7,0,1,149493.401,149495.625
755,N42009SJ2_2820_2740,6599,N42009,SJ2_2820_2740,"42009",6,195,10,0,1,15887.750,15887.750
756,N42009SJ2_2900_2740,6599,N42009,SJ2_2900_2740,"42009",6,195,7,0,1,85519.109,85519.750
757,N42009PU1_3100_3690,6599,N42009,PU1_3100_3690,"42009",6,195,7,0,1,41065.133,41065.488
758,N42009PU2_3140_3680,6599,N42009,PU2_3140_3680,"42009",6,195,7,0,1,46377.727,46377.727
759,N42009PU2_3180_3370,6599,N42009,PU2_3180_3370,"42009",6,195,7,0,1,41083.759,41083.879
760,N42009PU2_3370_4020,6599,N42009,PU2_3370_4020,"42009",6,195,7,0,1,15910.979,15911.179
761,N42009PU1_3580_3780,6599,N42009,PU1_3580_3780,"42009",6,195,7,0,1,5522.685,5522.685
