"ScenarioId","ScenarioName","ScenarioDescription","SourceDataRevisionId","BaseConditionId","ScenarioTypeId","BackoutScenarioId","NeienProgressRunId","PointSourceDataSetId","AtmDepDataSetId","ClimateChangeDataSetId","SoilPDataSetId","BaseLoadId","CostProfileId","CreateDate","UserId","ScenarioStatusId","IsEditable","IsCbpoScenario","Notes","IsPublicScenario","IsRestrictedByState","LastModifiedDate"
3959,"2007 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2007 base conditions and assumes maximum feasible air reductions are already considered.",8,26,2,6601,,117,0,59,24,6,4,2020-09-03 10:10:04.373,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.373
3960,"2008 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2008 base conditions and assumes maximum feasible air reductions are already considered.",8,27,2,6602,,118,0,59,25,6,4,2020-09-03 10:10:04.377,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.377
3961,"2009 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2009 base conditions and assumes maximum feasible air reductions are already considered.",8,28,2,6603,,119,0,59,26,6,4,2020-09-03 10:10:04.380,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.380
3962,"2010 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2010 base conditions and assumes maximum feasible air reductions are already considered.",8,29,2,6604,,120,0,59,27,6,4,2020-09-03 10:10:04.380,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.380
3963,"2011 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2011 base conditions and assumes maximum feasible air reductions are already considered.",8,30,2,6605,,121,0,59,28,6,4,2020-09-03 10:10:04.380,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.380
3964,"2012 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2012 base conditions and assumes maximum feasible air reductions are already considered.",8,31,2,6606,,122,0,59,29,6,4,2020-09-03 10:10:04.383,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.383
3965,"2013 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2013 base conditions and assumes maximum feasible air reductions are already considered.",8,250,2,6607,,123,0,59,30,6,4,2020-09-03 10:10:04.383,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.383
3966,"2014 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2014 base conditions and assumes maximum feasible air reductions are already considered.",8,251,2,6608,,124,0,59,31,6,4,2020-09-03 10:10:04.387,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.387
3967,"2015 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2015 base conditions and assumes maximum feasible air reductions are already considered.",8,252,2,6609,,125,0,59,31,6,4,2020-09-03 10:10:04.390,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.390
3968,"2016 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2016 base conditions and assumes maximum feasible air reductions are already considered.",8,253,2,6610,,34,0,59,31,6,4,2020-09-03 10:10:04.390,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.390
3969,"2017 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2017 base conditions and assumes maximum feasible air reductions are already considered.",8,254,2,6611,,42,0,59,31,6,4,2020-09-03 10:10:04.390,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.390
3970,"2018 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2018 base conditions and assumes maximum feasible air reductions are already considered.",8,255,2,6611,,157,0,59,31,6,4,2020-09-03 10:10:04.393,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.393
3971,"2019 Progress - Bulk","Reflects the BMPs that are functioning in this year, as reported by the state to the Chesapeake Bay Program for annual progress. Uses 2019 base conditions and assumes maximum feasible air reductions are already considered.",8,256,2,6611,,158,0,59,31,6,4,2020-09-03 10:10:04.393,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.393
3972,"2010 No Action - Bulk",No BMPs implemented. Uses 2010 historic trends base conditions and assumes maximum feasible air reductions are already considered.,8,29,5,6604,,36,0,59,27,6,4,2020-09-03 10:10:04.397,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.397
3973,"2010 E3 - Bulk",BMPs implemented to the theoretical maximum practicable without cost or physical limitations to implementations.,8,29,1,0,,33,0,59,27,6,4,2020-09-03 10:10:04.400,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.400
3974,WIP 3 CAST-2019 version - Bulk,BMPs from the major jurisdictions' Final Phase 3 WIPs run in the CAST-2019 version. The official version was run in the CAST-2017d version.,8,262,1,6611,,128,0,59,31,6,4,2020-09-03 10:10:04.400,fa3eef32-270b-4925-85a9-9d9c46dc4157,13,1,0,,0,0,2020-09-03 10:10:04.400
