Cost,NLoadEos,PLoadEos,SLoadEos,NLoadEor,PLoadEor,SLoadEor,NLoadEot,PLoadEot,SLoadEot
0.0,194098.7845838206,24863.955827610316,73892440.84827423,167912.9850768923,19031.482155190715,36824162.85834785,167465.38423574183,16200.888223537619,40252639.89607411
0.0,1095686.7872674046,60217.1949385244,74606703.75022168,949309.1538125278,46813.21086041049,37933673.54858916,943376.4126344926,39850.57970524666,41465450.4750118
