Cost,NLoadEos,PLoadEos,SLoadEos,NLoadEor,PLoadEor,SLoadEor,NLoadEot,PLoadEot,SLoadEot
0.0,1289785.57185123,85081.1507661347,148499144.598496,1117222.13888942,65844.6930156012,74757836.406937,1110841.79687023,56051.4679287843,81718090.3710859
