10611.16155,1007388.108
25378.43258,997212.4704
40686.65175,987036.8329
57132.52226,976861.1955
76232.74525,966685.558
97757.12834,956509.9206
130595.7949,946334.2831
175274.75,936158.6457
226429.5824,925983.0082
280847.7058,915807.3708
339367.3024,905631.7333
403179.7545,895456.0959
467033.6354,885280.4584
531905.2439,875104.821
603844.7161,864929.1835
669067.7584,854753.5461
742672.2129,844577.9086
814017.8136,834402.2712
898780.8276,824226.6337
975094.9325,814050.9962
10596.12864,1006350.291
25345.3592,996185.1364
40637.10481,986019.9819
57055.4668,975854.8275
76120.97758,965689.673
97579.10387,955524.5186
130278.198,945359.3641
175127.0815,935194.2097
226353.9948,925029.0552
280955.7579,914863.9008
339919.3538,904698.7463
403665.5233,894533.5918
467454.6365,884368.4374
532276.9105,874203.2829
604150.6638,864038.1285
669297.9156,853872.974
742828.2719,843707.8196
814083.1058,833542.6651
898748.1494,823377.5107
974963.7497,813212.3562
10585.95139,1005647.933
25323.13314,995489.8732
40603.44362,985331.8132
57003.24407,975173.7533
76045.38873,965015.6934
97458.84607,954857.6335
130085.3067,944699.5735
174874.2793,934541.5136
226206.9372,924383.4537
280853.9509,914225.3937
340230.6082,904067.3338
404000.0067,893909.2739
467745.5065,883751.2139
532533.2419,873593.154
604366.0838,863435.0941
669459.8329,853277.0342
742941.1046,843118.9742
814134.4078,832960.9143
898733.281,822802.8544
974883.5392,812644.7944
