BmpSubmittedId,AgencyId,StateUniqueIdentifier,StateId,BmpId,GeographyId,LoadSourceId,UnitId,Amount,isValid,ErrorMessage,RowIndex,Cost,LrsegId,LoadSourceIdOriginal,TotalAmount,Capital
153,9,SU152,8,70,11906,18,1,401.508936070697,True,,153,12173.7508191327,1972,8,401.508941650391,147068.711624198
154,9,SU153,8,142,11906,18,1,401.508938474869,True,,154,3685.8521777301,1972,8,401.508941650391,3509.18803037225
155,9,SU154,8,67,11910,7,1,1.94630392366046,True,,155,886.307890259935,1976,18,1.94630408287048,9190.17437887912
156,9,SU155,8,67,11911,7,1,0.374251053798497,True,,156,170.426446706157,1977,18,0.374251216650009,1767.16102972183
157,9,SU156,8,67,11904,7,1,0.566093862861924,True,,157,257.787826034193,1970,18,0.566094040870667,2673.01588989756
158,9,SU157,8,67,11908,7,1,13.2957429070177,True,,158,6054.61546991833,1974,18,13.2957429885864,62780.6347851531
159,9,SU158,8,67,11909,7,1,1.94767086505324,True,,159,886.930368038054,1975,18,1.94767105579376,9196.62888457715
160,9,SU159,8,67,11907,7,1,0.24855888137709,True,,160,113.188744615166,1973,18,0.248559072613716,1173.66020563657
161,9,SU160,8,67,11905,7,1,6.85552968027168,True,,161,3121.87113927638,1971,18,6.85552978515625,32370.8504388082
162,9,SU161,8,67,11906,7,1,8.33505056606428,True,,162,3795.61536747284,1972,18,8.33505058288574,39356.9407263186
