"ScenarioId","LrsegId","AgencyId","LoadSourceId","SectorId","Amount","UnitId","NLoadEos","PLoadEos","SLoadEos","NLoadEor","PLoadEor","SLoadEor","NLoadEot","PLoadEot","SLoadEot"
1426,1976,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1975,10,61,4,,,0,0,0,0,0,0,0,0,0
1426,1974,10,61,4,,,0,0,0,0,0,0,0,0,0
1426,1971,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1976,6,61,4,,,0,0,0,0,0,0,0,0,0
1426,1974,9,61,4,,,111.13341113631243,57.5522817340958,0,94.06484522254623,44.1543674299663,0,95.58793937557948,37.58719186875256,0
1426,1973,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1972,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1971,10,61,4,,,0,0,0,0,0,0,0,0,0
1426,1975,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1977,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1970,9,61,4,,,0,0,0,0,0,0,0,0,0
1426,1977,6,61,4,,,0,0,0,0,0,0,0,0,0
1426,1976,9,5,1,76.06427764892578,1,346.2236546032347,2.8761759258346298,2257.417611492524,291.91239340182636,2.092935948196178,990.482945610333,308.1368900510051,1.781649010794567,1082.7008745921096
1426,1971,10,5,1,0,1,0,0,0,0,0,0,0,0,0
1426,1972,9,5,1,280.84033203125,1,1496.674292980958,10.579272246013275,7067.978191007206,1330.3065951154833,8.195444882072138,3233.304777902098,1174.575347083667,6.976518454733229,3534.3384016575114
1426,1970,9,5,1,15.694818496704102,1,73.70459382118848,0.5999778455195808,608.0335928686986,70.01540503584597,0.5543989268516273,402.1387889414993,74.07385080385181,0.4719419628976561,439.5795207014727
1426,1973,9,5,1,6.536242961883545,1,29.61286682235276,0.24876399613427247,132.7229701158278,28.233603132608874,0.23717743988350787,126.5411987063287,28.10491361313474,0.20190152093064967,138.32269108566337
1426,1976,6,5,1,0,1,0,0,0,0,0,0,0,0,0
1426,1977,9,5,1,21.204492568969727,1,105.09792850265393,0.8060701610787095,703.8168079044062,97.23827450186522,0.6387587288617812,343.4022180110109,102.90366266536198,0.543754747197985,375.3743397856169
1426,1974,9,5,1,337.290771484375,1,1352.034686262373,12.704998841928832,11160.457140083394,1138.4453705794567,9.696776768632827,5527.23753650079,1156.8790317774844,8.254553968849434,6041.845486961116
1426,1975,9,5,1,43.77030563354492,1,190.06670168973318,1.63246103502128,1802.1272152124716,166.6284948546016,1.3276748410565344,1055.304462369891,174.5180245716095,1.1302068604937008,1153.5575341630772
1426,1977,6,5,1,0,1,0,0,0,0,0,0,0,0,0
1426,1975,10,5,1,0,1,0,0,0,0,0,0,0,0,0
1426,1974,10,5,1,0,1,0,0,0,0,0,0,0,0,0
1426,1971,9,5,1,202.70669555664062,1,889.2151764715884,7.610069007492633,7208.835545597072,753.5926069386278,5.561992065344139,3556.937264384055,783.9835090474055,4.734744830489559,3888.1023687337142
1426,1973,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1971,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1976,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1970,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1975,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1975,10,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1972,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1977,6,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1974,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1976,6,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1971,10,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1974,10,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1977,9,40,3,0,1,0,0,0,0,0,0,0,0,0
1426,1971,9,9,1,427.7718505859375,1,7773.588923738882,197.83053597520657,505888.4806374871,6570.6312161005535,144.20850312832823,248955.44076030373,6835.611801423167,122.76005731001399,272134.18932675564
1426,1970,9,9,1,40.74895095825195,1,801.7588031785642,19.202777964194873,49979.45218252316,749.1247824168329,17.45269912122169,32512.56605024469,792.5478305496167,14.856921040426048,35539.61615779528
1426,1971,10,9,1,0,1,0,0,0,0,0,0,0,0,0
1426,1977,9,9,1,2.722538709640503,1,57.21532045895646,1.2836861117819534,5189.612395176223,53.539765152308775,1.028830605038229,2560.9400589228244,56.65914950300977,0.8758103807817639,2799.3738346147497
1426,1977,6,9,1,0,1,0,0,0,0,0,0,0,0,0
1426,1972,9,9,1,427.52069091796875,1,9224.43992287244,197.66955216089943,337011.4856495059,8164.954858500759,152.49158357668486,153527.24454821553,7209.131129665239,129.8111771017426,167821.24587076338
1426,1975,10,9,1,0,1,0,0,0,0,0,0,0,0,0
1426,1973,9,9,1,16.669456481933594,1,317.0857508720901,7.774190513865757,12790.71613137537,302.4001654635435,7.414134792472767,12198.323841065356,301.0218174078731,6.311414322206734,13334.036643246835
1426,1974,9,9,1,945.6087646484375,1,15376.310937352559,438.5762130777794,1056113.49817366,13052.735286734263,337.4604320305126,527304.8515324958,13264.084646309359,287.26920450081263,576399.044992239
1426,1976,9,9,1,85.31906127929688,1,1606.1424293989132,39.685906127744445,88183.32686027688,1318.3714977587251,28.114785517988192,37668.60494823553,1391.646611906809,23.933212026864148,41175.70292640262
1426,1974,10,9,1,0,1,0,0,0,0,0,0,0,0,0
